question_id,question_text,answer,question_title,hashtags,topics_algebra,topics_geometry,topics_trignometry,topics_arithmetic,calculator,answer_type,chart,length
problem145,Time is the most valuable thing a man can spend.,145,Theophrastus,"Algebra,Trignometry,Calculator,Multiple Choice,Chart,Long",Algebra,,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem146,"Whatever happens, take responsibility.",146,Tony Robbins,"Trignometry,Calculator,Multiple Choice,No Chart,Long",,,Trignometry,,Calculator,Multiple Choice,No Chart,Long
problem147,Experience is simply the name we give our mistakes.,147,Oscar Wilde,"Geometry,Trignometry,Calculator,Multiple Choice,Chart,Long",,Geometry,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem148,I think and that is all that I am.,148,Wayne Dyer,"Algebra,Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Short",Algebra,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Short
problem149,A good plan today is better than a perfect plan tomorrow.,149,Master Yoda,"Geometry,Arithmetic,No Calculator,Grid-In,Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,Chart,Long
problem150,"If the shoe doesn't fit, must we change the foot?",150,Gloria Steinem,"Arithmetic,No Calculator,Multiple Choice,Chart,Long",,,,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem151,Each day provides its own gifts.,151,Marcus Aurelius,"Algebra,Geometry,Trignometry,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Grid-In,No Chart,Long
problem152,"While we stop to think, we often miss our opportunity.",152,Publilius Syrus,"Algebra,Geometry,Trignometry,Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Multiple Choice,No Chart,Long
problem153,Life isn't about finding yourself. Life is about creating yourself.,153,Bernard Shaw,"Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem154,"To bring anything into your life, imagine that it's already there.",154,Richard Bach,"Algebra,Calculator,Multiple Choice,Chart,Long",Algebra,,,,Calculator,Multiple Choice,Chart,Long
problem155,Begin to weave and God will give you the thread.,155,German proverb,"Trignometry,No Calculator,Multiple Choice,No Chart,Long",,,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem156,"The more you know yourself, the more you forgive yourself.",156,Confucius,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short
problem157,"Someone remembers, someone cares; your name is whispered in someone's prayers.",157,Master Yoda,"Algebra,Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",Algebra,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem158,"Without faith, nothing is possible. With it, nothing is impossible.",158,Mary Bethune,"Algebra,Geometry,Trignometry,Calculator,Multiple Choice,Chart,Short",Algebra,Geometry,Trignometry,,Calculator,Multiple Choice,Chart,Short
problem159,"Once we accept our limits, we go beyond them.",159,Albert Einstein,"Algebra,Geometry,Trignometry,Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Multiple Choice,Chart,Long
problem160,Don't be pushed by your problems; be led by your dreams.,160,Master Yoda,"Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short",,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Short
problem161,Whatever we expect with confidence becomes our own self-fulfilling prophecy.,161,Brian Tracy,"Algebra,Geometry,No Calculator,Grid-In,No Chart,Short",Algebra,Geometry,,,No Calculator,Grid-In,No Chart,Short
problem162,Everything you can imagine is real.,162,Pablo Picasso,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem163,Fear is a darkroom where negatives develop.,163,Usman Asif,"Algebra,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",Algebra,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem164,The truest wisdom is a resolute determination.,164,Napoleon Bonaparte,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,Chart,Short",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Short
problem165,Life is the flower for which love is the honey.,165,Victor Hugo,"Algebra,Geometry,Calculator,Grid-In,No Chart,Short",Algebra,Geometry,,,Calculator,Grid-In,No Chart,Short
problem166,Freedom is the right to live as we wish.,166,Epictetus,"Algebra,Geometry,Calculator,Grid-In,No Chart,Short",Algebra,Geometry,,,Calculator,Grid-In,No Chart,Short
problem167,"Change your thoughts, change your life!",167,Master Yoda,"Trignometry,No Calculator,Grid-In,No Chart,Long",,,Trignometry,,No Calculator,Grid-In,No Chart,Long
problem168,"Never ignore a gut feeling, but never believe that it's enough.",168,Robert Heller,"Algebra,Arithmetic,No Calculator,Multiple Choice,Chart,Short",Algebra,,,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem169,"Loss is nothing else but change,and change is Natures delight.",169,Marcus Aurelius,"Algebra,Geometry,No Calculator,Grid-In,No Chart,Long",Algebra,Geometry,,,No Calculator,Grid-In,No Chart,Long
problem170,Someone is special only if you tell them.,170,Byron Pulsifer,"Arithmetic,No Calculator,Multiple Choice,No Chart,Long",,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem171,Today is the tomorrow you worried about yesterday.,171,Master Yoda,"Geometry,Calculator,Multiple Choice,No Chart,Short",,Geometry,,,Calculator,Multiple Choice,No Chart,Short
problem172,"There is no way to happiness, happiness is the way.",172,Thich Nhat Hanh,"Trignometry,Calculator,Grid-In,No Chart,Long",,,Trignometry,,Calculator,Grid-In,No Chart,Long
problem173,The day always looks brighter from behind a smile.,173,Master Yoda,"Arithmetic,No Calculator,Multiple Choice,No Chart,Long",,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem174,A stumble may prevent a fall.,174,Master Yoda,"Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem175,He who talks more is sooner exhausted.,175,Lao Tzu,"Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short",,,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Short
problem176,He who is contented is rich.,176,Lao Tzu,"Algebra,Geometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem177,What we achieve inwardly will change outer reality.,177,Plutarch,"Algebra,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short",Algebra,,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem178,Our strength grows out of our weaknesses.,178,Ralph Waldo Emerson,"Algebra,No Calculator,Grid-In,No Chart,Long",Algebra,,,,No Calculator,Grid-In,No Chart,Long
problem179,We must become the change we want to see.,179,Mahatma Gandhi,"Geometry,Trignometry,Calculator,Grid-In,No Chart,Short",,Geometry,Trignometry,,Calculator,Grid-In,No Chart,Short
problem180,"Happiness is found in doing, not merely possessing.",180,Napoleon Hill,"Geometry,Arithmetic,No Calculator,Grid-In,Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,Chart,Long
problem181,Put your future in good hands : your own.,181,Master Yoda,"Geometry,No Calculator,Grid-In,No Chart,Short",,Geometry,,,No Calculator,Grid-In,No Chart,Short
problem182,We choose our destiny in the way we treat others.,182,Wit,"Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short",,Geometry,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem183,No snowflake in an avalanche ever feels responsible.,183,Voltaire,"Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem184,Fortune favours the brave.,184,Virgil,"Geometry,Trignometry,No Calculator,Grid-In,No Chart,Short",,Geometry,Trignometry,,No Calculator,Grid-In,No Chart,Short
problem185,"I believe in one thing only, the power of human will.",185,Joseph Stalin,"Algebra,Geometry,Trignometry,Calculator,Grid-In,Chart,Short",Algebra,Geometry,Trignometry,,Calculator,Grid-In,Chart,Short
problem186,The best way out is always through.,186,Robert Frost,"Algebra,Trignometry,Calculator,Grid-In,No Chart,Long",Algebra,,Trignometry,,Calculator,Grid-In,No Chart,Long
problem187,The mind unlearns with difficulty what it has long learned.,187,Seneca,"Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Short
problem188,I destroy my enemies when I make them my friends.,188,Abraham Lincoln,"Geometry,Trignometry,No Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Long
problem189,No garden is without its weeds.,189,Thomas Fuller,"Algebra,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem190,There is no failure except in no longer trying.,190,Elbert Hubbard,"Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",,,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem191,Kind words will unlock an iron door.,191,Turkish proverb,"No Calculator,Grid-In,Chart,Short",,,,,No Calculator,Grid-In,Chart,Short
problem192,Problems are only opportunities with thorns on them.,192,Hugh Miller,"Geometry,Arithmetic,Calculator,Grid-In,No Chart,Short",,Geometry,,Arithmetic,Calculator,Grid-In,No Chart,Short
problem193,Life is just a chance to grow a soul.,193,A. Powell Davies,"Algebra,Geometry,Trignometry,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Grid-In,No Chart,Long
problem194,Mountains cannot be surmounted except by winding paths.,194,Johann Wolfgang von Goethe,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,Chart,Short",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Short
problem195,May our hearts garden of awakening bloom with hundreds of flowers.,195,Thich Nhat Hanh,"Algebra,No Calculator,Multiple Choice,No Chart,Long",Algebra,,,,No Calculator,Multiple Choice,No Chart,Long
problem196,Fortune befriends the bold.,196,John Dryden,"Geometry,Trignometry,No Calculator,Multiple Choice,Chart,Long",,Geometry,Trignometry,,No Calculator,Multiple Choice,Chart,Long
problem197,Keep true to the dreams of thy youth.,197,Friedrich von Schiller,"Algebra,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem198,You're never a loser until you quit trying.,198,Mike Ditka,"Algebra,Geometry,Arithmetic,No Calculator,Grid-In,Chart,Short",Algebra,Geometry,,Arithmetic,No Calculator,Grid-In,Chart,Short
problem199,Science is organized knowledge. Wisdom is organized life.,199,Immanuel Kant,"Algebra,Trignometry,No Calculator,Multiple Choice,No Chart,Long",Algebra,,Trignometry,,No Calculator,Multiple Choice,No Chart,Long
problem200,Knowing is not enough; we must apply!,200,Johann Wolfgang von Goethe,"Algebra,Geometry,Trignometry,Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,Trignometry,,Calculator,Multiple Choice,No Chart,Long
problem201,"Strong beliefs win strong men, and then make them stronger.",201,Richard Bach,"Algebra,Geometry,Calculator,Grid-In,Chart,Long",Algebra,Geometry,,,Calculator,Grid-In,Chart,Long
problem202,Autumn is a second spring when every leaf is a flower.,202,Albert Camus,"Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,Chart,Long
problem203,"If you surrender to the wind, you can ride it.",203,Toni Morrison,"Calculator,Multiple Choice,Chart,Long",,,,,Calculator,Multiple Choice,Chart,Long
problem204,Keep yourself to the sunshine and you cannot see the shadow.,204,Helen Keller,"Algebra,Geometry,Arithmetic,No Calculator,Multiple Choice,Chart,Short",Algebra,Geometry,,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem205,Write your plans in pencil and give God the eraser.,205,Paulo Coelho,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Short
problem206,"Inspiration exists, but it has to find us working.",206,Pablo Picasso,"Geometry,Trignometry,No Calculator,Grid-In,No Chart,Short",,Geometry,Trignometry,,No Calculator,Grid-In,No Chart,Short
problem207,"Pick battles big enough to matter, small enough to win.",207,Jonathan Kozol,"Arithmetic,Calculator,Multiple Choice,No Chart,Short",,,,Arithmetic,Calculator,Multiple Choice,No Chart,Short
problem208,Don't compromise yourself. You are all you've got.,208,Janis Joplin,"Algebra,Arithmetic,Calculator,Grid-In,No Chart,Long",Algebra,,,Arithmetic,Calculator,Grid-In,No Chart,Long
problem209,A short saying oft contains much wisdom.,209,Sophocles,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Grid-In,No Chart,Long
problem210,Difficulties are things that show a person what they are.,210,Epictetus,"Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long",,,Trignometry,Arithmetic,No Calculator,Multiple Choice,Chart,Long
problem211,"When you doubt your power, you give power to your doubt.",211,Honore de Balzac,"Algebra,Geometry,No Calculator,Multiple Choice,No Chart,Short",Algebra,Geometry,,,No Calculator,Multiple Choice,No Chart,Short
problem212,The cause is hidden. The effect is visible to all.,212,Ovid,"Algebra,Calculator,Grid-In,No Chart,Short",Algebra,,,,Calculator,Grid-In,No Chart,Short
problem213,A prudent question is one half of wisdom.,213,Francis Bacon,"Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",Algebra,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem214,"The path to success is to take massive, determined action.",214,Tony Robbins,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,No Chart,Short",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,No Chart,Short
problem215,I allow my intuition to lead my path.,215,Manuel Puig,"No Calculator,Grid-In,No Chart,Long",,,,,No Calculator,Grid-In,No Chart,Long
problem216,Nature takes away any faculty that is not used.,216,William R. Inge,"Geometry,Trignometry,Calculator,Multiple Choice,No Chart,Short",,Geometry,Trignometry,,Calculator,Multiple Choice,No Chart,Short
problem217,"If you wish to be a writer, write.",217,Epictetus,"Geometry,Calculator,Grid-In,Chart,Long",,Geometry,,,Calculator,Grid-In,Chart,Long
problem218,"There is no way to prosperity, prosperity is the way.",218,Wayne Dyer,"Geometry,Arithmetic,No Calculator,Multiple Choice,No Chart,Short",,Geometry,,Arithmetic,No Calculator,Multiple Choice,No Chart,Short
problem219,Either you run the day or the day runs you.,219,Jim Rohn,"Algebra,Geometry,Trignometry,No Calculator,Grid-In,Chart,Long",Algebra,Geometry,Trignometry,,No Calculator,Grid-In,Chart,Long
problem220,Better be ignorant of a matter than half know it.,220,Publilius Syrus,"Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",,,Trignometry,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem221,Follow your instincts. That is where true wisdom manifests itself.,221,Oprah Winfrey,"Algebra,Geometry,Arithmetic,Calculator,Multiple Choice,No Chart,Long",Algebra,Geometry,,Arithmetic,Calculator,Multiple Choice,No Chart,Long
problem222,There never was a good knife made of bad steel.,222,Benjamin Franklin,"Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long",,Geometry,Trignometry,Arithmetic,No Calculator,Grid-In,Chart,Long
problem223,"To accomplish great things, we must dream as well as act.",223,Anatole France,"Geometry,Arithmetic,No Calculator,Grid-In,No Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,No Chart,Long
problem224,Patience is the companion of wisdom.,224,Saint Augustine,"No Calculator,Multiple Choice,Chart,Short",,,,,No Calculator,Multiple Choice,Chart,Short
problem225,The mind is everything. What you think you become.,225,Buddha,"Algebra,Arithmetic,No Calculator,Multiple Choice,Chart,Short",Algebra,,,Arithmetic,No Calculator,Multiple Choice,Chart,Short
problem226,"To enjoy life, we must touch much of it lightly.",226,Voltaire,"Algebra,Arithmetic,No Calculator,Multiple Choice,No Chart,Long",Algebra,,,Arithmetic,No Calculator,Multiple Choice,No Chart,Long
problem227,"To fly, we have to have resistance.",227,Maya Lin,"Geometry,Arithmetic,No Calculator,Grid-In,Chart,Long",,Geometry,,Arithmetic,No Calculator,Grid-In,Chart,Long
problem228,What you see depends on what you're looking for.,228,Master Yoda,"Algebra,Trignometry,No Calculator,Grid-In,Chart,Long",Algebra,,Trignometry,,No Calculator,Grid-In,Chart,Long
problem229,The heart has its reasons which reason knows not of.,229,Blaise Pascal,"Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long",,Geometry,Trignometry,Arithmetic,Calculator,Multiple Choice,Chart,Long
problem230,"Be great in act, as you have been in thought.",230,William Shakespeare,"Algebra,Geometry,No Calculator,Grid-In,No Chart,Short",Algebra,Geometry,,,No Calculator,Grid-In,No Chart,Short
